Date,Open,High,Low,Close,Volume
12/13/2012,163.869995,164.899994,163.779999,164.369995,9332800
12/14/2012,164.169998,164.479996,164.020004,164.130005,5351700
12/17/2012,164.160004,164.619995,164.130005,164.440002,8173300
12/18/2012,164.350006,164.429993,160.899994,162.080002,23995000
12/19/2012,161.309998,162.220001,161.110001,161.690002,12991600
12/20/2012,159.869995,160.119995,158.389999,159.729996,25148400
12/21/2012,159.820007,160.759995,159.779999,160.330002,13445400
12/24/2012,160.880005,160.960007,160.470001,160.619995,3699400
12/26/2012,161.360001,161.490005,160.639999,160.779999,4961800
12/27/2012,160.229996,161.309998,160.050003,161.160004,8937700
12/28/2012,160.940002,160.970001,160.149994,160.539993,6852900
12/31/2012,160.899994,162.75,160.770004,162.020004,11786200
1/2/2013,163.490005,164.139999,163.139999,163.169998,10431800
1/3/2013,162.479996,162.880005,160.830002,161.199997,16117500
1/4/2013,159.520004,160.630005,158.889999,160.440002,19179800
1/7/2013,159.360001,159.960007,159.149994,159.429993,9361800
1/8/2013,160.460007,160.990005,160.009995,160.559998,7694800
1/9/2013,160.770004,160.830002,159.899994,160.490005,8334200
1/10/2013,161.610001,162.559998,161.610001,161.979996,11432600
1/11/2013,161.860001,161.899994,160.110001,161.059998,13675600
1/14/2013,161.880005,161.970001,161.130005,161.539993,7289000
1/15/2013,162.800003,163.169998,162.350006,162.559998,10077800
1/16/2013,162.419998,163.029999,162.149994,162.649994,9214700
1/17/2013,161.940002,164.399994,161.830002,163.350006,14911400
1/18/2013,163.949997,163.970001,163.020004,163.089996,10038100
1/22/2013,163.479996,164.220001,163.369995,163.669998,8587900
1/23/2013,163.919998,163.949997,163,163.210007,6697000
1/24/2013,161.979996,162.270004,161.179993,161.419998,13188300
1/25/2013,160.559998,161.039993,160.309998,160.649994,9037400
1/28/2013,160.240005,160.729996,160.020004,160.289993,8491600
1/29/2013,161.009995,161.309998,160.690002,160.990005,7364900
1/30/2013,162.679993,163.039993,162.029999,162.190002,12010000
1/31/2013,161.619995,161.809998,160.470001,161.199997,9334000
2/1/2013,162.660004,162.770004,160.869995,161.449997,12904300
2/4/2013,161.190002,162.419998,161.149994,162,7354900
2/5/2013,162.75,162.789993,161.330002,161.960007,8979400
2/6/2013,162.130005,162.630005,161.990005,162.389999,6138700
2/7/2013,161.240005,162.960007,161.130005,161.839996,12827200
2/8/2013,161.460007,162.020004,161.199997,161.570007,6085900
2/11/2013,159.779999,159.979996,159.25,159.699997,12083500
2/12/2013,159.350006,160.050003,158.880005,159.889999,7632300
2/13/2013,159.600006,159.639999,158.770004,159.050003,8961300
2/14/2013,159.309998,159.649994,158.039993,158.350006,12410200
2/15/2013,156.419998,156.580002,154.559998,155.759995,23374100
2/19/2013,155.800003,155.839996,154.929993,155.330002,11803900
2/20/2013,153.899994,153.929993,150.839996,151.440002,30924000
2/21/2013,152,153.410004,151.899994,152.619995,17964800
2/22/2013,152.259995,152.990005,151.929993,152.970001,10093200
2/25/2013,153.520004,154.559998,153.309998,154.339996,9488200
2/26/2013,154.389999,156.800003,153.320007,156.220001,18182300
2/27/2013,155.460007,155.600006,154.080002,154.570007,9596100
2/28/2013,154.089996,154.160004,152.389999,153,14864400
3/1/2013,153.160004,153.610001,152.139999,152.440002,11178800
3/4/2013,152.449997,152.740005,151.869995,152.300003,6643800
3/5/2013,153.100006,153.389999,152.110001,152.380005,10804200
3/6/2013,152.169998,153.380005,151.649994,153.229996,10856000
3/7/2013,153.020004,153.210007,152.399994,152.690002,6586700
3/8/2013,151.610001,153.289993,151.399994,152.710007,11859500
3/11/2013,152.820007,153.059998,152.649994,152.990005,4810700
3/12/2013,154.070007,154.690002,153.899994,154.190002,7265700
3/13/2013,154.259995,154.600006,153.419998,153.660004,7436400
3/14/2013,153.020004,154.169998,153.009995,153.679993,11410400
3/15/2013,154.119995,154.720001,153.970001,154,5701300
3/18/2013,155.699997,155.929993,155,155.380005,9302400
3/19/2013,155.220001,156.339996,155.100006,156.080002,11023400
3/20/2013,155.529999,155.830002,154.880005,155.369995,8221500
3/21/2013,156.169998,156.429993,155.880005,156.25,4992000
3/22/2013,155.449997,155.990005,155.419998,155.550003,4746300
3/25/2013,154.710007,155.570007,154.360001,155.240005,6819100
3/26/2013,154.470001,154.910004,154.279999,154.720001,7388700
3/27/2013,154.669998,155.619995,154.509995,155.360001,6717000
3/28/2013,154.5,154.800003,154.220001,154.449997,6851200
4/1/2013,154.570007,154.929993,154.300003,154.669998,4288100
4/2/2013,153.089996,153.309998,152.259995,152.429993,9398300
4/3/2013,152.020004,152.529999,149.919998,150.729996,15740800
4/4/2013,149.649994,150.600006,149.440002,150.289993,12429000
4/5/2013,151.539993,152.960007,151.070007,152.809998,14491800
4/8/2013,152.389999,152.589996,151.600006,152.160004,6246000
4/9/2013,152.320007,153.850006,152.279999,153.339996,7042200
4/10/2013,152.669998,152.710007,150.580002,150.75,18507400
4/11/2013,150.759995,151.710007,150.630005,151.050003,8063200
4/12/2013,148.649994,148.850006,143.429993,143.949997,55601800
4/15/2013,136,136.75,130.509995,131.309998,93804200
4/16/2013,134.899994,135.110001,131.759995,132.800003,45650800
4/17/2013,133.809998,134.949997,132.320007,132.869995,25444100
4/18/2013,134.119995,135.309998,133.619995,134.300003,20040500
4/19/2013,136,136.020004,134.600006,135.470001,15659300
4/22/2013,138.149994,138.270004,137.220001,137.899994,16568500
4/23/2013,137.220001,137.240005,135.850006,136.880005,14644900
4/24/2013,138.089996,138.550003,137.449997,138.369995,10369300
4/25/2013,140,142.080002,139.789993,141.630005,18886900
4/26/2013,142.300003,143.429993,140.039993,140.910004,19307800
4/29/2013,142.130005,142.660004,141.490005,142.300003,11004500
4/30/2013,142.270004,142.830002,141.550003,142.770004,11284400
5/1/2013,140.589996,141.550003,139.300003,141.110001,13931100
5/2/2013,142,142.470001,141.639999,141.919998,11502200
5/3/2013,141.699997,142.710007,141.399994,142.089996,11667100
5/6/2013,142.330002,142.460007,141.630005,142.149994,7730300
5/7/2013,140.380005,140.639999,139.369995,140.380005,13627400
5/8/2013,141.779999,142.809998,141.490005,142.460007,11161100
5/9/2013,141.330002,142.360001,140.509995,140.809998,8263000
5/10/2013,138.220001,139.75,137.259995,139.600006,14650600
